filename,case,split
"D01_HE [d=5,x=67924,y=17326,w=2834,h=3675] [d=1,x=512,y=0,w=512,h=512]",D001,train
"D01_HE [d=5,x=67924,y=17326,w=2834,h=3675] [d=1,x=512,y=256,w=512,h=512]",D001,train
"D01_HE [d=5,x=67924,y=17326,w=2834,h=3675] [d=1,x=512,y=512,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=0,y=0,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=0,y=256,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=0,y=512,w=512,h=512]",D001,val
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=256,y=0,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=256,y=256,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=256,y=512,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=512,y=0,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=512,y=256,w=512,h=512]",D001,train
"D01_HE [d=5,x=68685,y=27769,w=2833,h=3680] [d=1,x=512,y=512,w=512,h=512]",D001,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=1536,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=0,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1024,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1280,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=1024,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=1536,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1536,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=1792,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=512,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=1792,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=256,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=2048,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=2048,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=512,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=256,y=768,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=0,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=1536,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=2048,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=256,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=512,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=512,y=768,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=0,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=1024,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=1280,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=1536,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=1792,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=2048,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=256,w=512,h=512]",D022,train
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=512,w=512,h=512]",D022,val
"D022_HE [d=5,x=56509,y=69242,w=11195,h=10913] [d=1,x=768,y=768,w=512,h=512]",D022,val
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=0,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=0,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=0,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=256,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=256,y=256,w=512,h=512]",D002,val
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=256,y=512,w=512,h=512]",D002,val
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=256,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=512,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=512,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=512,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=512,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=768,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=768,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=768,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=10557,y=12798,w=4083,h=3975] [d=1,x=768,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=12219,y=24889,w=2060,h=2301] [d=1,x=0,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=12219,y=24889,w=2060,h=2301] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=12219,y=24889,w=2060,h=2301] [d=1,x=256,y=0,w=512,h=512]",D002,val
"D02_HE [d=5,x=12219,y=24889,w=2060,h=2301] [d=1,x=256,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=0,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=256,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=256,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=512,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=12481,y=27949,w=3342,h=2476] [d=1,x=512,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=0,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=0,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=256,y=0,w=512,h=512]",D002,val
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=256,y=256,w=512,h=512]",D002,val
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=256,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=512,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=512,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=3735,y=23258,w=2579,h=2709] [d=1,x=512,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=5409,y=19457,w=2100,h=2239] [d=1,x=0,y=0,w=512,h=512]",D002,val
"D02_HE [d=5,x=5409,y=19457,w=2100,h=2239] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=5409,y=19457,w=2100,h=2239] [d=1,x=256,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=5409,y=19457,w=2100,h=2239] [d=1,x=256,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D002,val
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D002,val
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D002,train
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D002,val
"D02_HE [d=5,x=8778,y=21546,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D002,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=0,y=0,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=0,y=256,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=0,y=512,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=0,y=768,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=256,y=0,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=256,y=256,w=512,h=512]",D030,val
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=256,y=512,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=256,y=768,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=512,y=0,w=512,h=512]",D030,val
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=512,y=256,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=512,y=512,w=512,h=512]",D030,val
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=512,y=768,w=512,h=512]",D030,val
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=768,y=0,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=768,y=256,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=768,y=512,w=512,h=512]",D030,train
"D030_HE [d=5,x=54802,y=42378,w=4474,h=4422] [d=1,x=768,y=768,w=512,h=512]",D030,val
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=0,y=0,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=0,y=256,w=512,h=512]",D033,val
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=0,y=512,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=256,y=0,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=256,y=256,w=512,h=512]",D033,val
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=256,y=512,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=512,y=0,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=512,y=256,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=512,y=512,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=768,y=0,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=768,y=256,w=512,h=512]",D033,train
"D033_HE [d=5,x=48290,y=31370,w=4786,h=3332] [d=1,x=768,y=512,w=512,h=512]",D033,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=1280,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=0,y=768,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=1280,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=256,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1024,y=768,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=1280,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1280,y=768,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=1280,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=1536,y=768,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=1280,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=256,y=768,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=1024,w=512,h=512]",D035,val
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=1280,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=512,y=768,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=0,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=1024,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=1280,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=256,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=512,w=512,h=512]",D035,train
"D035_HE [d=5,x=21244,y=20337,w=8193,h=7218] [d=1,x=768,y=768,w=512,h=512]",D035,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=0,y=0,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=0,y=256,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=0,y=512,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=0,y=768,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=256,y=0,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=256,y=256,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=256,y=512,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=256,y=768,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=512,y=0,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=512,y=256,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=512,y=512,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=512,y=768,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=768,y=0,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=768,y=256,w=512,h=512]",D003,val
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=768,y=512,w=512,h=512]",D003,train
"D03_HE [d=5,x=14986,y=19866,w=5000,h=5000] [d=1,x=768,y=768,w=512,h=512]",D003,val
"D03_HE [d=5,x=33356,y=32146,w=1827,h=2475] [d=1,x=0,y=0,w=512,h=512]",D003,train
"D03_HE [d=5,x=33356,y=32146,w=1827,h=2475] [d=1,x=0,y=256,w=512,h=512]",D003,train
"D03_HE [d=5,x=33356,y=32146,w=1827,h=2475] [d=1,x=256,y=0,w=512,h=512]",D003,train
"D03_HE [d=5,x=33356,y=32146,w=1827,h=2475] [d=1,x=256,y=256,w=512,h=512]",D003,val
"D03_HE [d=5,x=33567,y=40362,w=3071,h=3291] [d=1,x=0,y=0,w=512,h=512]",D003,train
